timestamp,appId,printerIP,port,uniqueCode,operatorName,totalQuantity,totalValue,itemsCount,addOnsCount,payloadJson
"2026-01-04T08:15:59.978Z","goddown","192.168.0.3","9100","G001","Leo","1","156","1","0","{""uniqueCode"":""G001"",""operatorName"":""Leo"",""scannedItems"":[{""value"":""MANUAL-AMSTsEL STRONG BEER-650-1767514556617"",""itemCode"":""110.1"",""format"":""Manual-Name"",""quantity"":1,""bpc"":12,""timestamp"":""2026-01-04T08:15:56.617Z"",""isMatched"":true,""brandName"":""AMSTsEL STRONG BEER"",""pack"":""650"",""productName"":""BEER"",""mrp"":156}],""addOns"":[],""totalValue"":156,""totalQuantity"":1,""itemsCount"":1,""addOnsCount"":0}"
"2026-01-04T08:16:04.407Z","goddown","192.168.0.3","9100","G001","Leo","1","156","1","0","{""uniqueCode"":""G001"",""operatorName"":""Leo"",""scannedItems"":[{""value"":""MANUAL-AMSTsEL STRONG BEER-650-1767514556617"",""itemCode"":""110.1"",""format"":""Manual-Name"",""quantity"":1,""bpc"":12,""timestamp"":""2026-01-04T08:15:56.617Z"",""isMatched"":true,""brandName"":""AMSTsEL STRONG BEER"",""pack"":""650"",""productName"":""BEER"",""mrp"":156}],""addOns"":[],""totalValue"":156,""totalQuantity"":1,""itemsCount"":1,""addOnsCount"":0}"
